???? ?????????? ??????? ? ??????? ?????????? ??????,???????????? ?????,????? ?????????????? ?????????,??? (??? ???. ????)/????? (??? ??. ????),???????????????? ??? (??? ???. ????)/??? ?????? (??? ??. ????),????? ?????????? (??? ???. ????)/???????? ?????? (??? ??. ????),??????? ??????????? ???????,??? ?????,???? (???),??? ???????????,??? ???????,??????,??????? ???????????,????? ???????,???????,
2017-04-28,??? “???? ??????”,502,"??? ""?????????""",33017409,"???????, ?.???????????????,???.???????????,24",?????????? ????????? ????????,3.5.2,6000,???????? ?????,???????? ???????,??????????? ????,??????? ??????? ???????????,26007010349074,??????? ???????,
2017-04-28,??? “???? ??????”,412999,"??? ""???? ??????""",26237202,"???????, ?.???????????????,???.???????????,24",???????????? ?????????????? ???????,3.3.8,2,???????? ?????,???????? ???????,??????????? ????,??????? ??????? ???????????,26007010349074,??????? ???????,
2017-05-04,??? “???? ??????”,41417,"??? ""???? ??????""",26237202,"???????, ?.???????????????,???.???????????,24",???????????? ?????????????? ???????,3.3.8,2,???????? ?????,???????? ???????,??????????? ????,??????? ??????? ???????????,26007010349074,??????? ???????,
2017-05-25,??? “???? ??????”,345037,"??? ""???? ??????""",26237202,"???????, ?.???????????????,???.???????????,24",???????????? ?????????????? ???????,3.3.8,2,???????? ?????,???????? ???????,??????????? ????,??????? ??????? ???????????,26007010349074,??????? ???????,
2017-05-31,??? “???? ??????”,407117,"??? ""???? ??????""",26237202,"???????, ?.???????????????,???.???????????,24",???????????? ?????????????? ???????,3.3.8,100,???????? ?????,???????? ???????,??????????? ????,??????? ??????? ???????????,26007010349074,??????? ???????,
2017-04-25,"??? ?? ""??????????""",???1,??? ??????? ?.?.,,"???????, 67600, ??????? ???????, ??????????? ?????",???????????? ?????????? ????????????? ???????? ,3.1.1,2200,??????? ?????,??????? ????????? ????? ?????????? ??????,??????????? ????,??????? ??????? ???????????,26437054300662,??????? ???????,
2017-04-25,"??? ?? ""??????????""",???1,"???????? ?????? ""???????? ????""",2474357,"???????, 67600, ??????? ???????, ??????????? ?????, ?. ????????, ???. ????, 21",???????????? ??????????? ?????????? ? ?????????? ??????? ??????? ?????????? ,3.2.3,5265,???????? ?????,??????? ????????? ????? ?????????? ??????,??????????? ????,??????? ??????? ???????????,26437054300662,??????? ???????,
2017-04-26,"?? ""????????""",59,??? ???????? ?.?.,,?. ??????? ,?????? ????????? ???????,3.4.2,2800,??????? ?????,???????? ???????,??????????? ????,??????? ??????? ???????????,26001300953074,??????? ???????,
2017-04-26,"?? ""????????""",60,??? ???? ?.?.,,?. ??????????,?????? ???-?????,3.4.2,700,??????? ?????,???????? ???????,??????????? ????,??????? ??????? ???????????,26001300953074,??????? ???????,
2017-04-26,"?? ""????????""",62,??? ??????? ?.?.,,?. ????,??????,3.1.1,2700,??????? ?????,???????? ???????,??????????? ????,??????? ??????? ???????????,26001300953074,??????? ???????,
2017-04-26,"?? ""????????""",57,??? ????????? ?.?.,,?. ??????,???????? ?? ?????????? ???-?????,3.4.2,9140,??????? ?????,???????? ???????,??????????? ????,??????? ??????? ???????????,26001300953074,??????? ???????,
2017-06-22,"?? ""????????""",58,??? ??????? ?.?.,,?. ??????,???????????? ???????,3.1.1,6958,??????? ?????,???????? ???????,??????????? ????,??????? ??????? ???????????,26001300953074,??????? ???????,
2017-04-03,"?? ""????????""",56,??????????? ?????? ??????? ???????,34135185,"?. ?????????, ???. ?????????, 19",??????? ??????? ?????????? ? ????????,3.9,2502,???????? ?????,???????? ???????,??????????? ????,??????? ??????? ???????????,26001300953074,??????? ???????,-
2017-04-03,"?? ""????????""",111047491,"?? ""????????""",32129,"???????, ????? ????, ???. ????????, 32 ",??????? ?? ?????????????? ???????,3.3.8,"5,02",???????? ?????,???????? ???????,??????????? ????,??????? ??????? ???????????,26001300953074,??????? ???????,
2017-04-26,"?? ""????????""",61,??? «???????????»,36334239,"40020, ?. ????, ??. ????????, 6/1",?????? ??????????? ?????????? ,3.3.2,800,???????? ?????,???????? ???????,??????????? ????,??????? ??????? ???????????,26001300953074,??????? ???????,
2017-04-26,"?? ""????????""",,"??? ""????-???????""",36066747,"?. ????, ???. ????????, 25",???????????? ?? ?????????? ???????,3.4.2,10600,???????? ?????,???????? ???????,??????????? ????,??????? ??????? ???????????,26001300953074,??????? ???????,
2017-04-28,"?? ""????????""",113585558,"?? ""????????""",32129,"???????, ????? ????, ???. ????????, 32 ",??????? ?? ?????????????? ???????,3.3.8,70,???????? ?????,???????? ???????,??????????? ????,??????? ??????? ???????????,26001300953074,??????? ???????,
2017-06-22,"?? ""????????""",57,??? «???????????»,36334239,"40020, ?. ????, ??. ????????, 6/0",?????? ??????????? ?????????? ,3.3.2,680,???????? ?????,???????? ???????,??????????? ????,??????? ??????? ???????????,26001300953074,??????? ???????,
2017-06-22,"?? ""????????""",59,??? «???????????»,36334239,"40020, ?. ????, ??. ????????, 6/1",?????? ????? ????????? ?????????,3.4.2,10500,???????? ?????,???????? ???????,??????????? ????,??????? ??????? ???????????,26001300953074,??????? ???????,
2017-06-30,"?? ""????????""",113585558,"?? ""????????""",32129,"???????, ????? ????, ???. ????????, 32 ",??????? ?? ?????????????? ???????,3.3.8,30,???????? ?????,???????? ???????,??????????? ????,??????? ??????? ???????????,26001300953074,??????? ???????,
2017-04-13,"??? ""???????-????""",9,"??? ""????????""",31917665,"73000, ?????????? ???., ????? ??????, ???????? ????????????, ??????? 5",?????????? ??????? ?? ??????,3.4.2,9845,???????? ?????,???????? ???????,??????????? ????,?????????? ??????? ???????????,2600915358,?????????? ???????,
2017-04-20,"??? ""??????????""",10,"?? ""?????????-?????""",24951639,"73000, ?????????? ???., ????? ??????, ???. 40 ????? ??????, ??????? 31","??????? ? ?????? ""??????""",3.2.3,5760,???????? ?????,???????? ???????,??????????? ????,?????????? ??????? ???????????,2600915358,?????????? ???????,
2017-04-28,"??? ""????""",TR.21146935.380834.359,"??? ""????""",14282829,"04070, ?. ????, ???. ???????????, ??????? 4",????????? ???????? ??? ???????,3.3.8,120,???????? ?????,???????? ???????,??????????? ????,?????????? ??????? ???????????,2600915358,?????????? ???????,
2017-05-03,"??? ""??????????""",12,"?? ""?????????-?????""",24951639,"73000, ?????????? ???., ????? ??????, ???. 40 ????? ??????, ??????? 31","??????? ? ?????? ""??????""",3.2.3,6000,???????? ?????,???????? ???????,??????????? ????,?????????? ??????? ???????????,2600915358,?????????? ???????,
2017-05-04,"??? ""??????????""",11,"?? ""?????????-?????""",24951639,"73000, ?????????? ???., ????? ??????, ???. 40 ????? ??????, ??????? 31","??????? ? ?????? ""??????""",3.2.3,13800,???????? ?????,???????? ???????,??????????? ????,?????????? ??????? ???????????,2600915358,?????????? ???????,
2017-05-04,"?? ""?????????? ???? ?????""",13,"??? ""?????? ????? ????""",39297792,"73000, ?????????? ???., ????? ??????, ???. 49 ???????????? ???????, ??????? 41, ???????? 53","?????????? ???????,  ???????????? ??????",3.2.1,"2273,7",???????? ?????,???????? ???????,??????????? ????,?????????? ??????? ???????????,2600915358,?????????? ???????,
2017-05-10,"??? ?? ""??????????""",14,"?-? ??? ""????""""???""??????""",40020698,?.??????,???????????? ?????????????? ? ?????????? ?? ??????????,3.1.2,2097,???????? ?????,???????? ???????,??????????? ????,?????????? ??????? ???????????,2600915358,?????????? ???????,
2017-05-29,"??? ""??????????""",15,"?? ""?????????-?????""",24951639,"73000, ?????????? ???., ????? ??????, ???. 40 ????? ??????, ??????? 31","??????? ? ?????? ""??????""",3.2.3,24000,???????? ?????,???????? ???????,??????????? ????,?????????? ??????? ???????????,2600915358,?????????? ???????,
2017-05-31,"??? ""????""",TR.21146935.521553.359,"??? ""????""",14282829,"04070, ?. ????, ???. ???????????, ??????? 4",????????? ???????? ??? ???????,3.3.8,120,???????? ?????,???????? ???????,??????????? ????,?????????? ??????? ???????????,2600915358,?????????? ???????,
2017-06-22,"??? ""????""",49903858,???????????? ????? ?.?????? ???? ? ????.???.,34906792,"73000,?.??????,???. ???????????, ??????? 166",????.??.?????? ?663/3041/14 ??? 04.11.15?.?? ???.???,3.3.8,"1410,56",???????? ?????,???????? ???????,??????????? ????,?????????? ??????? ???????????,2600915358,?????????? ???????,
2017-06-30,"??? ""????""",TR.21146935.359642.359,"??? ""????""",14282829,"04070, ?. ????, ???. ???????????, ??????? 4",????????? ???????? ??? ???????,3.3.8,120,???????? ?????,???????? ???????,??????????? ????,?????????? ??????? ???????????,2600915358,?????????? ???????,
2017-04-03,"?? ""????????""",91747210,"?? ""????????""",354507,?.???????,????? ?? ?????????????? ????????? ?????? ,3.3.8,99,???????? ?????,???????? ???????,??????????? ????,????????? ??????? ???????????,26002301144523,????????? ???????,
2017-05-03,"?? ""????????""",94011787,"?? ""????????""",354507,?.???????,????? ?? ?????????????? ????????? ?????? ,3.3.8,99,???????? ?????,???????? ???????,??????????? ????,????????? ??????? ???????????,26002301144523,????????? ???????,
2017-06-01,"?? ""????????""",96537885,"?? ""????????""",354507,?.???????,????? ?? ?????????????? ????????? ?????? ,3.3.8,99,???????? ?????,???????? ???????,??????????? ????,????????? ??????? ???????????,26002301144523,????????? ???????,
2017-04-14,"??? ?? ""??????????""",33,?????????? ?????? ?????????????,,"14000, ?. ????????",????????? ????? ,3.5.1,"669,47",??????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-04-14,"??? ?? ""??????????""",33,????????? ????? ?????????????,,"14013, ?. ????????",????????? ????? ,3.5.1,"1338,94",??????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-04-28,"??? ?? ""??????????""",39,?????????? ?????? ?????????????,,"14000, ?. ????????",????????? ????? ,3.5.1,"618,53",??????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-04-28,"??? ?? ""??????????""",39,????????? ????? ?????????????,,"14013, ?. ????????",????????? ????? ,3.5.1,"1237,06",??????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-05-05,"??? ?? ""??????????""",42,??? ???????? ?.?.,,"17500, ???????????? ???., ?. ???????",??????? ?? ????????? ??????,3.4.2,16000,??????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-05-16,"??? ?? ""??????????""",50,?????????? ?????? ?????????????,,"14000, ?. ????????",????????? ????? ,3.5.1,"579,6",??????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-05-16,"??? ?? ""??????????""",50,????????? ????? ?????????????,,"14013, ?. ????????",????????? ????? ,3.5.1,"1159,2",??????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-05-31,"??? ?? ""??????????""",62,?????????? ?????? ?????????????,,"14000, ?. ????????",????????? ????? ,3.5.1,"708,4",??????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-05-31,"??? ?? ""??????????""",62,????????? ????? ?????????????,,"14013, ?. ????????",????????? ????? ,3.5.1,"1416,8",??????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-06-16,"??? ?? ""??????????""",69,?????????? ?????? ?????????????,,"14000, ?. ????????",????????? ????? ,3.5.1,"708,4",??????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-06-16,"??? ?? ""??????????""",69,????????? ????? ?????????????,,"14013, ?. ????????",????????? ????? ,3.5.1,"1416,8",??????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-06-30,"??? ?? ""??????????""",76,?????????? ?????? ?????????????,,"14000, ?. ????????",????????? ????? ,3.5.1,"579,6",??????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-06-30,"??? ?? ""??????????""",76,????????? ????? ?????????????,,"14013, ?. ????????",????????? ????? ,3.5.1,"1159,2",??????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-04-03,"??? ?? ""??????????""",? AS73v6bk9p,"??? ?? ""??????????""",14360570,"14013,?.????????, ???????? ????????,139",??????? ?? ?????????????? ???????,3.3.8,100,???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-04-03,"??? ?? ""??????????""",1713000027,"??? ?? ""??????????""",14360570,"14013,?.????????, ???????? ????????,139",????????? ??????? ?? ???.??????. ?? ??????????? ?? ??????,3.3.8,"4,83",???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-04-14,"??? ?? ""??????????""",29,???????????? ????,39558413,"14013,?.????????, ???. ?????????,28",?????? ??????? ?????? ?? ????? ???????? ?????? 2017?.,3.6.2,"555,79",???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-04-14,"??? ?? ""??????????""",30,???????????? ????,39558413,"14013,?.????????, ???. ?????????,28",?????? ??????? ?????? ?? ????? ???????? ?????? 2017?.,3.6.2,"185,26",???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-04-14,"??? ?? ""??????????""",31,?? ? ?. ?????????,38054398,"14005, ?.????????, ???. ????????,9",???? ?? ?/? ?? 1 ???????? ?????? 2017?.,3.6.1,480,???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-04-14,"??? ?? ""??????????""",32,?? ? ?. ?????????,38054398,"14005, ?.????????, ???. ????????,9",?????????? ???? ?? 1 ???????? ?????? 2017?.,3.6.3,"37,89",???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-04-14,"??? ?? ""??????????""",4EO01OYY7Y,"??? ?? ""??????????""",14360570,"14013,?.????????, ???????? ????????,139",??????? ?? ?????????????? ???????,3.3.8,3,???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-04-14,"??? ?? ""??????????""",4EO01OYY?Y,"??? ?? ""??????????""",14360570,"14013,?.????????, ???????? ????????,139",??????? ?? ?????????????? ???????,3.3.8,3,???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-04-14,"??? ?? ""??????????""",4EO01?1QMY,"??? ?? ""??????????""",14360570,"14013,?.????????, ???????? ????????,139",??????? ?? ?????????????? ???????,3.3.8,3,???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-04-14,"??? ?? ""??????????""",4EO01?1Q?Y,"??? ?? ""??????????""",14360570,"14013,?.????????, ???????? ????????,139",??????? ?? ?????????????? ???????,3.3.8,3,???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-04-15,"??? ?? ""??????????""",1713000027,"??? ?? ""??????????""",14360570,"14013,?.????????, ???????? ????????,139",????????? ??????? ?? ???.??????. ?? ??????????? ?? ??????,3.3.8,"5,02",???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-04-27,"??? ?? ""??????????""",34,"??? ""???????? ??????? ""???? ?'???""",30647929,"14014, ?. ????????, ???. ??????????,4",??????? ?? ????????? ??????,3.4.2,14500,???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-04-27,"??? ?? ""??????????""",4RO02?TAKY,"??? ?? ""??????????""",14360570,"14013,?.????????, ???????? ????????,139",??????? ?? ?????????????? ???????,3.3.8,3,???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-04-28,"??? ?? ""??????????""",35,???????????? ????,39558413,"14013,?.????????, ???. ?????????,28",?????? ??????? ?????? ?? ????? ???????? ?????? 2017?.,3.6.2,"500,21",???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-04-28,"??? ?? ""??????????""",36,???????????? ????,39558413,"14013,?.????????, ???. ?????????,28",?????? ??????? ?????? ?? ????? ???????? ?????? 2017?.,3.6.2,"166,74",???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-04-28,"??? ?? ""??????????""",37,?? ? ?. ?????????,38054398,"14005, ?.????????, ???. ????????,9",???? ?? ?/? ?? 2 ???????? ??????2017?.,3.6.1,384,???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-04-28,"??? ?? ""??????????""",38,?? ? ?. ?????????,38054398,"14005, ?.????????, ???. ????????,9",?????????? ???? ?? 1 ???????? ?????? 2017?.,3.6.3,"34,11",???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-04-28,"??? ?? ""??????????""",4SO02R61MY,"??? ?? ""??????????""",14360570,"14013,?.????????, ???????? ????????,139",??????? ?? ?????????????? ???????,3.3.8,3,???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-04-28,"??? ?? ""??????????""",4SO02R622Y,"??? ?? ""??????????""",14360570,"14013,?.????????, ???????? ????????,139",??????? ?? ?????????????? ???????,3.3.8,3,???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-04-28,"??? ?? ""??????????""",4SO02R62DY,"??? ?? ""??????????""",14360570,"14013,?.????????, ???????? ????????,139",??????? ?? ?????????????? ???????,3.3.8,3,???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-04-28,"??? ?? ""??????????""",4SO02R62IY,"??? ?? ""??????????""",14360570,"14013,?.????????, ???????? ????????,139",??????? ?? ?????????????? ???????,3.3.8,3,???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-04-28,"??? ?? ""??????????""",40,???????????? ?????????????????,40268466,"14013,?.????????, ???????? ????????,139",?????????? ????? ?? ??????? 2017?.,3.3.2,"5500,5",???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-04-29,"??? ?? ""??????????""",1713000027,"??? ?? ""??????????""",14360570,"14013,?.????????, ???????? ????????,139",????????? ??????? ?? ???.??????. ?? ??????????? ?? ??????,3.3.8,"4,64",???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-05-03,"??? ?? ""??????????""", AS74s6hwkp,"??? ?? ""??????????""",14360570,"14013,?.????????, ???????? ????????,139",??????? ?? ?????????????? ???????,3.3.8,100,???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-05-04,"??? ?? ""??????????""",41,"??? ""???????? ??????? ""???? ?'???""",30647929,"14014, ?. ????????, ???. ??????????,4",??????? ?? ????????? ??????,3.4.2,5300,???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-05-04,"??? ?? ""??????????""",4SO02R62IY,"??? ?? ""??????????""",14360570,"14013,?.????????, ???????? ????????,139",??????? ?? ?????????????? ???????,3.3.8,3,???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-05-05,"??? ?? ""??????????""",43,????????-????????? ?????? ???? ????????????? ???????,4061978,"16000, ???????????? ???????,?. ????????-??????????, ???.??????????,2 ",?? ???????????? ????????? ?? ??. ????? ?????,3.4.2,500,???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-05-05,"??? ?? ""??????????""",55O0375?8Y,"??? ?? ""??????????""",14360570,"14013,?.????????, ???????? ????????,139",??????? ?? ?????????????? ???????,3.3.8,3,???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-05-15,"??? ?? ""??????????""",44,"??? ""????? ????????""",21397527,"14000,?. ????????, ???????? ????,38",?????????? ???????????? ?? ???????? ??????????,3.2.1,4170,???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-05-15,"??? ?? ""??????????""",45,"??? ""???????????????????? ????""",24834454,"14000,?. ????????, ???????? ????,32",?????????? ??????????????? ?? ?????????? ????????,3.2.1,6000,???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-05-15,"??? ?? ""??????????""",5FO03T23BY,"??? ?? ""??????????""",14360570,"14013,?.????????, ???????? ????????,139",??????? ?? ?????????????? ???????,3.3.8,3,???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-05-15,"??? ?? ""??????????""",5FO03T23MY,"??? ?? ""??????????""",14360570,"14013,?.????????, ???????? ????????,139",??????? ?? ?????????????? ???????,3.3.8,3,???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-05-16,"??? ?? ""??????????""",46,???????????? ????,39558413,"14013,?.????????, ???. ?????????,28",?????? ??????? ?????? ?? ????? ???????? ?????? 2017?.,3.6.2,"475,2",???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-05-16,"??? ?? ""??????????""",47,???????????? ????,39558413,"14013,?.????????, ???. ?????????,28",?????? ??????? ?????? ?? ????? ???????? ?????? 2017?.,3.6.2,"158,4",???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-05-16,"??? ?? ""??????????""",48,?? ? ?. ?????????,38054398,"14005, ?.????????, ???. ????????,9",???? ?? ?/? ?? 1 ???????? ??????2017?.,3.6.1,"388,8",???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-05-16,"??? ?? ""??????????""",49,?? ? ?. ?????????,38054398,"14005, ?.????????, ???. ????????,9",?????????? ???? ?? 1 ???????? ?????? 2017?.,3.6.3,"32,4",???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-05-16,"??? ?? ""??????????""",5GO03YIBNY,"??? ?? ""??????????""",14360570,"14013,?.????????, ???????? ????????,139",??????? ?? ?????????????? ???????,3.3.8,3,???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-05-16,"??? ?? ""??????????""",5GO03YIBRY,"??? ?? ""??????????""",14360570,"14013,?.????????, ???????? ????????,139",??????? ?? ?????????????? ???????,3.3.8,3,???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-05-16,"??? ?? ""??????????""",5GO03YIBWY,"??? ?? ""??????????""",14360570,"14013,?.????????, ???????? ????????,139",??????? ?? ?????????????? ???????,3.3.8,3,???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-05-16,"??? ?? ""??????????""",5GO03YIBXY,"??? ?? ""??????????""",14360570,"14013,?.????????, ???????? ????????,139",??????? ?? ?????????????? ???????,3.3.8,3,???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-05-17,"??? ?? ""??????????""",1713000027,"??? ?? ""??????????""",14360570,"14013,?.????????, ???????? ????????,139",????????? ??????? ?? ???.??????. ?? ??????????? ?? ??????,3.3.8,"4,35",???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-05-18,"??? ?? ""??????????""",51,"??? ""???""",35779428,"14013,?.????????, ???. ????????,42",???????? ??????? ?? ?????????? ???????????,3.1.2,4342,???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-05-18,"??? ?? ""??????????""",52,"??? ""???""",35779428,"14013,?.????????, ???. ????????,42",???????? ??????,3.2.3,1000,???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-05-18,"??? ?? ""??????????""",53,"??? ""???????? ?????? ""????????????? ??????""",31188511,"14000, ?. ????????, ???. ??????????????,12",?????????? ? ??????,3.2.3,3994,???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-05-18,"??? ?? ""??????????""",54,"??? ""???????? ?????? ""????????????? ??????""",31188511,"14000, ?. ????????, ???. ??????????????,12",?????????? ? ??????,3.2.3,2990,???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-05-18,"??? ?? ""??????????""",5IO04826FY,"??? ?? ""??????????""",14360570,"14013,?.????????, ???????? ????????,139",??????? ?? ?????????????? ???????,3.3.8,3,???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-05-18,"??? ?? ""??????????""",5IO0482ANY,"??? ?? ""??????????""",14360570,"14013,?.????????, ???????? ????????,139",??????? ?? ?????????????? ???????,3.3.8,3,???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-05-18,"??? ?? ""??????????""",5IO0482APY,"??? ?? ""??????????""",14360570,"14013,?.????????, ???????? ????????,139",??????? ?? ?????????????? ???????,3.3.8,3,???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-05-18,"??? ?? ""??????????""",5IO0482ASY,"??? ?? ""??????????""",14360570,"14013,?.????????, ???????? ????????,139",??????? ?? ?????????????? ???????,3.3.8,3,???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-05-23,"??? ?? ""??????????""",55,"?? ""???????? ????????"" ??????????? ????????? ????????""",22229921,"04073,?. ????, ????. ???????????,20",??????? ????????????? ??????????? ?????,3.3.10,"455,76",???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-05-23,"??? ?? ""??????????""",5NO04LCS1Y,"??? ?? ""??????????""",14360570,"14013,?.????????, ???????? ????????,139",??????? ?? ?????????????? ???????,3.3.8,3,???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-05-31,"??? ?? ""??????????""",56,"?? ""???????""",22819278,"17500, ???????????? ???????, ?. ???????, ???. ????????,192",???????????? ?? ?????????? ????????????,3.1.2,"12553,88",???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-05-31,"??? ?? ""??????????""",5VO05621YY,"??? ?? ""??????????""",14360570,"14013,?.????????, ???????? ????????,139",??????? ?? ?????????????? ???????,3.3.8,3,???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-05-31,"??? ?? ""??????????""",57,???????????? ????,39558413,"14013,?.????????, ???. ?????????,28",?????? ??????? ?????? ?? 2 ???????? ?????? 2017?.,3.6.2,"580,8",???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
2017-05-31,"??? ?? ""??????????""",58,???????????? ????,39558413,"14013,?.????????, ???. ?????????,28",?????? ??????? ?????? ?? 2 ???????? ?????? 2017?.,3.6.2,"193,6",???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003051415812,???????????? ???????,
