id,Партія,Область,Місцева організація,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
,"Об’єднання ""Самопоміч""",Тернопільська область,Тернопільська обласна організація,39915272,"46011, Тернопільська обл., місто Тернопіль, вул. МОНАСТИРСЬКОГО , буд. 49А","46001, Тернопільська обл., м. Тернопіль, бул. Тараса Шевченка, 16/4","Тернопільська філія ПАТ КБ ""ПРИВАТ БАНК"", (ЄДРПОУ 14360570, Код банку 338783) р.р №26001055118006 ПАТ АБ ""Укргазбанк"" МФО 320478 р.р. №26007924419051.980"
,"Об’єднання ""Самопоміч""",Вінницька область,Тиврівська районна організація,39916648,"23310, Вінницька обл., Тиврівський район, місто Гнівань, вул. ЛУНАЧАРСЬКОГО, буд. 4 А",,"Відділення № 245/01 ПАТ АБ ""Укргазбанк"" (МФО 320478, ЄДРПОУ 23697280), р.р. № 26009288727.980"
,"Об’єднання ""Самопоміч""",Запорізька область,Токмацька міська організація,39960152,"71700, Запорізька обл., місто Токмак, вул. ВОЛОДАРСЬКОГО, буд, 272, кв. 44","71700, Запорізька обл., м.Токмак, вул.Дружби, 319",рахунок відсутній
,"Об’єднання ""Самопоміч""",Вінницька область,Тростянецька районна організація,39919738,"24300, Вінницька обл., Тростянецький район, смт. Тростянець, вул. XX ПАРТЗ'ЇЗДУ, буд. 43","Вінницька область, Тростянецький р-н, смт Тростянець, вул. Соборна, ЗО","Філія - Вінницьке обласне управління ПАТ ""Державний ощадний банк України"" ТВБВ 10001/0106 (ЄДРПОУ 09302607, МФО 302076), р.р. № 26001300325699"
,"Об’єднання ""Самопоміч""",Харківська область,Харківська міська організація,39916469,"61195, Харківська обл., місто Харків, вул. УЖВІЙ НАТАЛІЇ, буд. 96, кв. 34",,"Відділення №565 Публічного акціонерного товариства ""УкрСиббанк”, Код ЄДРПОУ 09807750 МФО 351005, р/р № 26000573196600; ПАТ АБ ""Укргазбанк"" МФО 320478 р. р. №260001924419412"
,"Об’єднання ""Самопоміч""",Харківська область,Харківська обласна організація,39916302,"61098, Харківська обл., місто Харків, ПРОВУЛОК ЧЕРЕДНИЧЕНКІВСЬ КИЙ, буд. 7, кв. 190",,"Відділення №565 ПАТ ""УкрСиббанк"" (ЄДРПОУ 09807750, МФО 351005),р.р. № 26001573246300 ПАТ АБ ""Укргазбанк"" МФО 320478 р.р. №26001924419411"
,"Об’єднання ""Самопоміч""",Херсонська область,Херсонська міська організація,39871995,"73003, Херсонська обл., місто Херсон, ПРОВУЛОК СПАРТАКІВСЬКИЙ, буд. 18",,"Херсонська філія ПАТ КБ ""Приватбанк"" (ЄДРПОУ 14360570, МФО 352479),р.р. № 26009052203116"
,"Об’єднання ""Самопоміч""",Херсонська область,Херсонська обласна організація,39970140,"73000, Херсонська обл., місто Херсон, ПРОВУЛОК СПАРТАКОВСЬКИЙ, буд. 18",,"Херсонська філія ПАТ КБ ""Приватбанк"" (ЄДРПОУ 14360570, МФО 352479), р.р. № 26001052202717"
,"Об’єднання ""Самопоміч""",Хмельницька область,Хмельницька обласна організація,39935131,"29027, Хмельницька обл., місто Хмельницький, вул. ПАНАСА МИРНОГО, буд. 28, кв. 45",,"Хмельницька філія ПАТ КБ ""Приватбанк"" (ЄДРПОУ 14360570, МФО 315405), р.р. № 26006052300858 ПАТ АБ ""Укргазбанк"" МФО 320478 р.р.№26005924419116"
,"Об’єднання ""Самопоміч""",Черкаська область,Черкаська обласна організація,39219693,"18005, Черкаська обл., місто Черкаси, вул. СЄДОВА, буд. 63, кв. 68",,"Відділення № 466 АТ ""УкрСиббанк"" (ЄДРПОУ 09807750, МФО 351005), р.р № 26007516616300"
,"Об’єднання ""Самопоміч""",Чернівецька область,Чернівецька міська організація,39914787,"58000, Чернівецька обл., місто Чернівці, вул. РУСЬКА, буд. 10","58000, Чернівецька обл., місто Чернівці, вул. Руська, 6.26","Чернівецька філія ПАТ КБ ""ПРИВАТБАНК"" (ЄДРПОУ 14360570, МФО 356282), р.р. №2600 3051 5026 35 ПАТАБ ""Укргазбанк"" МФО 320478 р.р.№26008924419704"
,"Об’єднання ""Самопоміч""",Чернігівська область,Чернігівська обласна організація,39947849,"14034, Чернігівська обл., місто Чернігів, вул. СПАСЬКА, буд. 46",,рахунок відсутній
